para_id,sent_id,sentence,label,salience_score,avg_word_length,sentence_length_words,sentence_position,sentence_position_norm,type_token_ratio,lexical_density,noun_ratio,verb_ratio,adj_ratio,pronoun_ratio,noun_verb_ratio,causal_marker_ratio,contrast_marker_ratio,named_entity_density,gpt2_surprisal_mean,gpt2_surprisal_max,gpt2_surprisal_min,gpt2_surprisal_var,gpt2_surprisal_sum,gpt2_surprisal_std,bert_surprisal_mean,bert_surprisal_max,bert_surprisal_min,bert_surprisal_var,bert_surprisal_sum,bert_surprisal_std,rst_depth,rst_is_nucleus,rst_relation_type_encoded,rst_centrality_score,rst_is_root,rst_relation_direction,rst_span_length,intra_clause_count,intra_clause_density,intra_has_nucleus_satellite_relation,intra_avg_clause_depth,intra_top_clause_is_nucleus
P002000,P002000_S000,The strategy behind the formation of the Warsaw Pact was driven by the desire of the Soviet Union to dominate Central and Eastern Europe.,1,0.718432195141112,4.708333333333333,24,1,0.2,0.7916666666666666,0.5416666666666666,0.2916666666666667,0.125,0.125,0.0,2.3333333255555555,0.0,0.0,0.2916666666666667,2.6834278106689453,9.0027494430542,0.01239325013011694,7.78146505355835,64.40226745605469,2.789527654647827,0.39081451257807204,3.5497350692749023,8.201935270335525e-05,0.6825261681886855,9.7703628144518,0.8261514196493797,2.0,0.0,14.0,0.047619047619047616,0.0,0.0,0.047619047619047616,2.0,0.08333333333333333,1.0,0.3333333333333333,1.0
P002000,P002000_S001,This policy was driven by ideological and geostrategic reasons.,0,0.28655952763689424,6.0,9,2,0.4,1.0,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.999999995,0.0,0.0,0.1111111111111111,3.5607306957244873,9.820490837097168,0.010045683942735195,12.185501098632812,42.72876739501953,3.4907736778259277,1.1841175482214357,4.238408088684082,0.0032686309423297644,2.1206074379285145,15.393528126878664,1.4562305579572605,2.0,0.0,14.0,0.047619047619047616,0.0,0.0,0.047619047619047616,2.0,0.2222222222222222,0.0,0.0,0.0
P002000,P002000_S002,"Ideologically, the Soviet Union arrogated the right to define socialism and communism and act as the leader of the global socialist movement.",0,0.4938792182012772,5.363636363636363,22,3,0.6,0.8181818181818182,0.5909090909090909,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.0,3.99999998,0.045454545454545456,0.0,0.09090909090909091,3.3470232486724854,12.13827133178711,0.11467112600803375,11.527299880981445,83.67558288574219,3.3951878547668457,1.3481978650659305,6.124386787414551,0.0001620185503270477,4.03974107401565,35.05314449171419,2.0099107129461373,4.0,0.0,14.0,0.047619047619047616,0.0,0.0,0.047619047619047616,3.0,0.13636363636363635,1.0,0.6666666666666666,1.0
P002000,P002000_S003,"A corollary to this idea was the necessity of intervention if a country appeared to be violating core socialist ideas and Communist Party functions, which was explicitly stated in the Brezhnev Doctrine.",0,0.4643654998757063,5.28125,32,4,0.8,0.875,0.625,0.28125,0.1875,0.125,0.0,1.4999999975,0.0,0.0,0.09375,3.7589640617370605,11.64494514465332,3.015949550899677e-05,11.037596702575684,142.84063720703125,3.3222877979278564,1.7118236997000797,8.658836364746094,7.152582838898525e-06,5.324888423910963,66.76112428830311,2.307571975889585,5.0,0.0,14.0,0.047619047619047616,0.0,0.0,0.047619047619047616,4.0,0.125,1.0,0.6666666666666666,1.0
P002000,P002000_S004,Geostrategic principles also drove the Soviet Union to prevent invasion of its territory by Western European powers.,0,0.47665463277765524,5.823529411764706,17,5,1.0,1.0,0.7058823529411765,0.35294117647058826,0.11764705882352941,0.17647058823529413,0.058823529411764705,2.999999985,0.0,0.0,0.29411764705882354,3.845651626586914,10.083467483520508,0.6635991930961609,8.248881340026855,76.91303253173828,2.872086524963379,1.231232410684156,6.0851263999938965,8.929174509830773e-05,3.065479120759717,25.855880624367273,1.7508509704597126,5.0,0.0,14.0,0.047619047619047616,0.0,0.0,0.047619047619047616,1.0,0.058823529411764705,1.0,0.3333333333333333,1.0
P002001,P002001_S000,"Before creation of Warsaw Pact, fearing Germany rearmed, Czechoslovak leadership sought to create security pact with East Germany and Poland.",1,0.6908618938904598,5.95,20,1,0.16666666666666666,0.9,0.75,0.4,0.2,0.15,0.0,1.999999995,0.0,0.0,0.3,4.524364948272705,13.564065933227539,0.29297223687171936,15.030871391296387,113.10912322998047,3.876966714859009,2.484759171163508,11.750555038452148,0.0009929697262123227,7.953212152225031,59.63422010792419,2.8201439949451217,1.0,0.0,14.0,0.02857142857142857,0.0,0.0,0.02857142857142857,2.0,0.1,1.0,1.0,0.0
P002001,P002001_S001,These states protested strongly against re-militarization of West Germany.,0,0.3225651880509115,6.4,10,2,0.3333333333333333,1.0,0.7,0.3,0.1,0.2,0.0,2.9999999700000006,0.0,0.0,0.2,3.9363720417022705,10.659769058227539,0.02644081972539425,11.76304817199707,55.10920715332031,3.42972993850708,1.6548263499176497,6.393767833709717,0.00014723431377205998,4.375274426785815,23.167568898847094,2.091715665855619,4.0,0.0,14.0,0.02857142857142857,0.0,0.0,0.02857142857142857,1.0,0.125,0.0,0.0,0.0
P002001,P002001_S002,The Warsaw Pact was primarily put in place as a consequence of the rearming of West Germany inside NATO.,0,0.42211804682107806,4.473684210526316,19,3,0.5,0.8947368421052632,0.631578947368421,0.3157894736842105,0.10526315789473684,0.10526315789473684,0.0,2.999999985,0.05263157894736842,0.0,0.2631578947368421,3.9549355506896973,12.120772361755371,0.011436146683990955,12.064996719360352,79.09870910644531,3.473470449447632,1.0360429673012168,7.213602542877197,0.0004547080025076866,3.803333277058251,21.756902313325554,1.9502136490800823,5.0,0.0,14.0,0.02857142857142857,0.0,0.0,0.02857142857142857,1.0,0.05263157894736842,0.0,0.0,0.0
P002001,P002001_S003,"Soviet leaders, as many European countries in both western and eastern side, feared Germany being once again a military power as a direct threat and German militarism remained a fresh memory among Soviets and Eastern Europeans.",0,0.37202703347461785,5.25,36,4,0.6666666666666666,0.8333333333333334,0.6944444444444444,0.25,0.08333333333333333,0.3055555555555556,0.0,2.99999999,0.05555555555555555,0.0,0.16666666666666666,4.451489448547363,13.19942569732666,0.0736631527543068,8.130967140197754,173.60809326171875,2.851485013961792,2.5153853036644724,14.904480934143066,1.8239186829305254e-05,9.693702125629974,105.64618275390785,3.1134710735174616,7.0,0.0,14.0,0.02857142857142857,0.0,0.0,0.02857142857142857,4.0,0.1111111111111111,0.0,0.3333333333333333,1.0
P002001,P002001_S004,"As Soviet Union had already bilateral treaties with all of its eastern satellites, the Pact has been long considered 'superfluous', and because of the rushed way in which it was conceived, NATO officials labeled it as a 'cardboard castle'.",0,0.4085146388079468,4.948717948717949,39,5,0.8333333333333334,0.8974358974358975,0.5897435897435898,0.1794871794871795,0.20512820512820512,0.15384615384615385,0.07692307692307693,0.8749999989062499,0.07692307692307693,0.0,0.1282051282051282,4.341937065124512,13.596146583557129,0.013368846848607063,13.472723960876465,204.071044921875,3.6705210208892822,2.0536196932333377,8.887371063232422,3.3856013033073395e-05,8.421569429232719,100.62736496843354,2.9019940436246108,6.0,0.0,14.0,0.02857142857142857,0.0,0.0,0.02857142857142857,4.0,0.10810810810810811,1.0,1.6666666666666667,0.0
P002001,P002001_S005,"Previously, in March 1954, the USSR, fearing the restoration of German Militarism in West Germany, requested admission to NATO.",0,0.4135489914832868,5.555555555555555,18,6,1.0,0.8888888888888888,0.6666666666666666,0.2777777777777778,0.16666666666666666,0.16666666666666666,0.0,1.6666666611111112,0.0,0.0,0.2222222222222222,3.875431776046753,11.151388168334961,0.014657669700682163,9.889799118041992,96.88579559326172,3.1448051929473877,1.3998544818942147,9.125401496887207,4.3631553126033396e-05,5.44079648404591,37.796071011143795,2.3325514965474845,6.0,0.0,14.0,0.02857142857142857,0.0,0.0,0.02857142857142857,1.0,0.05555555555555555,0.0,0.6666666666666666,1.0
P002002,P002002_S000,The Soviet request to join NATO arose in the aftermath of the Berlin Conference of January–February 1954.,1,0.6599266738551091,4.882352941176471,17,1,0.16666666666666666,0.8235294117647058,0.5882352941176471,0.29411764705882354,0.058823529411764705,0.17647058823529413,0.0,4.999999950000001,0.0,0.0,0.29411764705882354,4.249164581298828,12.367280006408691,0.00102646101731807,11.915071487426758,80.734130859375,3.4518215656280518,3.626491946389433,21.598899841308594,0.0005135662504471838,29.74242122630057,72.52983892778866,5.453661268019913,2.0,0.0,14.0,0.015873015873015872,0.0,0.0,0.015873015873015872,1.0,0.058823529411764705,0.0,0.6666666666666666,1.0
P002002,P002002_S001,"Soviet foreign minister Molotov made proposals to have Germany reunified and elections for a pan-German government, under conditions of withdrawal of the four powers armies and German neutrality, but all were refused by the other foreign ministers, Dulles (USA), Eden (UK) and Bidault (France).",1,0.7830182732786045,5.311111111111111,45,2,0.3333333333333333,0.8666666666666667,0.6666666666666666,0.3333333333333333,0.13333333333333333,0.2,0.0,2.4999999958333334,0.0,0.022222222222222223,0.15555555555555556,4.282169342041016,14.214957237243652,0.0009447640040889382,12.275933265686035,252.6479949951172,3.5037028789520264,1.558147945942801,9.947016716003418,7.152560215217818e-07,5.847094664840058,98.16332059439645,2.4180766457745,4.0,0.0,14.0,0.015873015873015872,0.0,0.0,0.015873015873015872,5.0,0.11627906976744186,0.0,1.3333333333333333,1.0
